sexo,año,tramo,N,n_adopt,irpf_perdido,ss_perdido,fiscal_perdido,aporte_fondo,saldo_fondo
H,2045,8,437262.01115112007,196767.90501800404,302849223.9210178,267497309.08415568,570346533.0051734,1064435658.9853945,53953414244.22706
H,2045,9,473382.5555949791,236691.27779748954,522000550.42878675,321771377.7494639,843771928.1782507,1280405136.3732994,25654083366.010498
H,2045,10,370564.04263376223,185282.02131688112,646104665.049437,251882755.57136193,897987420.620799,1002301622.5158,10769427387.470676
H,2046,1,102657.77563017304,0.0,0.0,0.0,0.0,0.0,0.0
H,2046,2,171412.90763933488,5142.387229180046,102.69691552233137,34716.46187968366,34819.15879520599,138145.09052469276,11377968.888339069
H,2046,3,391443.1716908535,19572.158584542674,2441.15758953325,1586494.1225000408,1588935.280089574,6313038.895761409,422861016.9739729
H,2046,4,765876.9861181463,53611.38902827025,1211380.6104025687,10161382.58690692,11372763.197309488,40434567.38734587,1704517576.1541138
H,2046,5,1362985.635616121,136298.56356161213,18476719.253402237,51323965.57331082,69800684.82671306,204230312.83497387,7565596372.056104
H,2046,6,489692.1985607561,122423.04964018903,36444324.831917286,68193330.92876244,104637655.76067972,271357545.21825886,18315370023.203995
H,2046,7,293782.488142221,117512.9952568884,78777380.2660891,104364296.99888198,183141677.26497108,415290455.18586254,57570864968.26681
H,2046,8,367513.0530264033,165380.8738618815,254540847.48154324,224828021.25677794,479368868.7383212,894644375.243234,55721239712.69225
H,2046,9,456859.9522713142,228429.9761356571,503781019.67605484,310540501.63747585,814321521.3135307,1235714798.9034505,27317883751.69938
H,2046,10,388719.8313046833,194359.91565234165,677760569.0453016,264223753.49306974,941984322.5383713,1051409399.7129073,12009024508.835546
H,2047,1,77703.36218887792,0.0,0.0,0.0,0.0,0.0,0.0
H,2047,2,140972.39759333627,4229.171927800088,84.45939460454706,28551.308851455506,28635.76824606005,113612.47466842156,11659060.899481041
H,2047,3,345929.5719704482,17296.47859852241,2157.3210650525193,1402030.4157036205,1404187.736768673,5579013.764910601,434501306.58526415
H,2047,4,730971.6621500714,51168.016350505,1156171.1793566498,9698271.202718092,10854442.382074742,38591736.61981248,1768860101.0628803
H,2047,5,1328052.6559565554,132805.26559565554,18003165.57756849,50008545.22068893,68011710.79825743,198995941.18959263,7877894261.087328
H,2047,6,435696.71257556026,108924.17814389007,32425822.931161426,60674052.37935959,93099875.310521,241436540.6099084,18839721633.582664
H,2047,7,235768.42609324757,94307.37043729903,63220987.31798383,83755182.9564562,146976170.27444002,333281869.895933,58825980855.826294
H,2047,8,299724.29928506387,134875.93467827875,207590115.56890416,183357898.6539941,390948014.22289824,729624856.2356167,57349562332.865204
H,2047,9,437460.75023806497,218730.37511903248,482389453.76482725,297354320.8378194,779743774.6026466,1183243837.243918,28954865540.159275
H,2047,10,405483.1619487811,202741.58097439056,706988623.8072748,275618258.70512104,982606882.5123959,1096750856.439063,13314419309.08978
H,2048,1,54131.704855905766,0.0,0.0,0.0,0.0,0.0,0.0
H,2048,2,112036.32373899782,3361.0897121699345,67.12321162339435,22690.851090447715,22757.97430207111,90292.31402773311,11924111.127800448
H,2048,3,303043.5565387292,15152.177826936459,1889.8709480821246,1228216.1398638508,1230106.0108119329,4887365.2624340085,445718406.4397803
H,2048,4,697124.9274446275,48798.74492112393,1102636.109246462,9249204.803161206,10351840.912407668,36804794.199430406,1832504153.342209
H,2048,5,1293124.1842762541,129312.41842762542,17529673.012186017,48693294.618478596,66222967.63066462,193762245.02162763,8190118083.748129
H,2048,6,383745.85785594286,95936.46446398571,28559488.46583386,53439504.15020828,81998992.61604214,212648545.9264343,19344666183.317226
H,2048,7,181456.89303333886,72582.75721333554,48657422.55362165,64461367.98956504,113118790.5431867,256507173.66089892,60023081238.916626
H,2048,8,233435.3088290359,105045.88897306616,161678125.04115257,142805264.0397686,304483389.0809212,568256240.9886986,58839870245.54966
H,2048,9,415525.7935938532,207762.8967969266,458201702.63927317,282444516.62796265,740646219.2672358,1123914166.512654,30557633879.602146
H,2048,10,420746.4498333218,210373.2249166609,733601247.7308022,285993142.85230416,1019594390.5831063,1138034997.5091686,14682537379.160006
H,2049,1,32417.725629117653,0.0,0.0,0.0,0.0,0.0,0.0
H,2049,2,84958.81107836051,2548.764332350815,50.90052997963341,17206.809958273647,17257.71048825328,68470.0050242723,12174181.978093717
H,2049,3,263135.6182158883,13156.780910794414,1640.9930174782728,1066471.8199494292,1068112.8129669076,4243745.99633856,456547834.8409334
H,2049,4,664937.1840146489,46545.60288102543,1051725.0504335864,8822149.307919106,9873874.358352691,35105438.422515474,1895523056.2985067
H,2049,5,1258016.683650935,125801.66836509352,17053753.519131757,47371302.58395187,64425056.103083625,188501723.0849296,8502240797.961502
H,2049,6,336002.95769711945,84000.73942427986,25006322.27915613,46790945.32162492,71797267.60078105,186192342.97532406,19832142811.252277
H,2049,7,131474.3835240908,52589.75340963632,35254679.64963584,46705410.1713872,81960089.82102305,185851978.1906411,61167459433.92362
H,2049,8,170594.75258891337,76767.63866501102,118154532.31471083,104362226.98898122,222516759.30369204,415282218.1222436,60198494490.89356
H,2049,9,391861.3818017687,195930.69090088434,432106875.4534346,266359153.3293526,698466028.7827872,1059906665.4974238,32120891790.577557
H,2049,10,434426.50179916446,217213.25089958223,757453387.64818,295291857.21494246,1052745244.8631225,1175036802.0663798,16110026762.191511
H,2050,1,12575.300540783668,0.0,0.0,0.0,0.0,0.0,0.0
H,2050,2,59366.68308101358,1781.0004924304073,35.56777211923809,12023.605564417378,12059.173336536616,47844.79722865046,12410088.172407828
H,2050,3,226148.6186209461,11307.430931047305,1410.3309410771428,916565.8777591027,917976.2087001798,3647234.461671171,467024864.81570566
H,2050,4,633870.6420386115,44370.94494270281,1002587.3856856554,8409969.51352322,9412556.899208875,33465276.610905543,1957963926.9347882
H,2050,5,1221900.9745497792,122190.09745497792,16564166.688381366,46011345.91080209,62575512.599183455,183090130.78692874,8814115145.924982
H,2050,6,292387.8282223566,73096.95705558916,21760356.852636937,40717209.684187956,62477566.5368249,162023498.74330848,20304078689.095707
H,2050,7,84684.30455584014,33873.721822336054,22707982.71452847,30083542.309475444,52791525.024003915,119709597.42524831,62262860762.32794
H,2050,8,109965.349400212,49484.4072300954,76162392.05501916,67271874.31539656,143434266.37041572,267690849.35192403,61428807010.86219
H,2050,9,366280.02884620026,183140.01442310013,403898230.74168295,248970791.44757,652869022.189253,990714222.0232024,33638742780.32136
H,2050,10,446379.2701442641,223189.63507213205,778293886.1842365,303416488.5366203,1081710374.720857,1207366649.8862054,17593086315.197994
H,2051,1,866.8493917853951,0.0,0.0,0.0,0.0,0.0,0.0
H,2051,2,36446.11236769017,1093.3833710307051,21.83559788168002,7381.474873163131,7403.310471044811,29372.65087936886,12633498.444287425
H,2051,3,192210.94040484124,9610.547020242062,1198.685351781205,779018.6399606356,780217.3253124168,3099901.162473118,477187152.53962815
H,2051,4,604070.0410968509,42284.90287677957,955452.0482704842,8014585.773082355,8970037.82135284,31891950.30811318,2019881999.6306005
H,2051,5,1184930.620387509,118493.06203875091,16062994.235271594,44619207.11294914,60682201.348220736,177550478.13111252,9125613709.622177
H,2051,6,253842.29773709388,63460.57443427347,18891685.801817253,35349453.930815265,54241139.73263252,140663917.02573547,20762934840.79507
H,2051,7,41127.21818508937,16450.887274035747,11028208.409361545,14610173.80766621,25638382.217027754,58137369.82289323,63313148422.41468
H,2051,8,53566.54871074585,24104.94691983563,37100382.13123016,32769614.719852064,69869996.85108222,130398120.85754281,62539227677.41672
H,2051,9,339666.65595134505,169833.32797567252,374551574.140828,230880936.71649584,605432510.8573239,918730371.017198,35107628123.907875
H,2051,10,456580.41522627266,228290.20761313633,796080305.4479262,310350492.48092383,1106430797.92885,1234958707.1040223,19127787499.057068
H,2052,1,355.5040027985451,0.0,0.0,0.0,0.0,0.0,0.0
H,2052,2,15687.22270953006,470.6166812859018,9.398530178195966,3177.1520400283744,3186.5505702065702,12642.646526064464,12845746.572039766
H,2052,3,160221.6046034,8011.08023017,999.1902129632281,649367.9092748855,650367.0994878488,2583989.9504017937,487057332.051036
H,2052,4,574811.1189594273,40236.77832715992,909173.4792561572,7626388.833746438,8535562.313002596,30347222.002797246,2081296523.0031703
H,2052,5,1146485.2901840108,114648.52901840108,15541826.913905598,43171527.28987678,58713354.20378238,171789814.47528824,9436517428.076689
H,2052,6,219912.18461821735,54978.04615455434,16366507.602690574,30624429.845958788,46990937.44864936,121861918.07215434,21210968823.31819
H,2052,7,13747.0869166012,5498.834766640481,3686262.923390475,4883562.226279013,8569825.149669487,19432860.06996839,64340835976.50181
H,2052,8,7068.317720550144,3180.742974247565,4895541.989711002,4324080.120798698,9219622.110509701,17206547.193489626,63552332657.465996
H,2052,9,312310.91386184155,156155.45693092077,344386304.50988215,212286472.8574818,556672777.3673639,844738559.8135089,36524728361.32623
H,2052,10,465067.839595226,232533.919797613,810878731.2208627,316119632.47238374,1126998363.6932464,1257915492.537167,20710243383.220417
H,2053,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H,2053,2,1184.405394435291,35.53216183305873,0.7096010587046513,239.8790458214528,240.58864688015746,954.5359954832896,13051090.645559227
H,2053,3,130662.30744063233,6533.115372031617,814.8495274469478,529565.9696692066,530380.8191966536,2107269.429479542,496665232.43680656
H,2053,4,546334.1834532728,38243.3928417291,864131.7713303382,7248567.014021369,8112698.785351707,28843778.775517557,2142239283.82459
H,2053,5,1107456.8057538632,110745.68057538633,15012754.317057839,41701888.47716405,56714642.79422189,165941770.75688118,9746732587.527885
H,2053,6,190901.94535602632,47725.48633900658,14207480.797219103,26584535.29149465,40792016.08871375,105786213.09764308,21650636789.785458
H,2053,7,11726.550966825675,4690.62038673027,3144458.917769438,4165780.117165663,7310239.034935101,16576633.684223225,65381982618.94019
H,2053,8,6487.538405418835,2919.392282438476,4493292.170674907,3968785.3547146805,8462077.525389588,15792744.491079178,64580129958.35624
H,2053,9,287637.2023998294,143818.6011999147,317178519.15306157,195515060.31283122,512693579.4658928,778001105.0510585,37896588919.48202
H,2053,10,471932.01265181927,235966.00632590964,822846903.3134658,320785403.0957958,1143632306.4092617,1276481707.8206406,22336753754.49043
M,2023,1,534829.0,0.0,0.0,0.0,0.0,0.0,0.0
M,2023,2,724288.0,21728.64,433.9354869724498,146690.9177856,147124.85327257245,583718.1849599999,496350.1889748392
M,2023,3,1317047.0,65852.35,8213.502015973787,5337907.199992,5346120.702007974,21240807.197200004,18061590.22959138
M,2023,4,1125706.0,78799.42000000001,1780518.8641658342,14935465.556099202,16715984.420265038,59431783.35472001,56634505.23029207
M,2023,5,1791664.0,179166.40000000002,24287910.201976098,67466082.585216,91753992.7871921,268463650.42560005,255827861.0524723
M,2023,6,1760971.0,440242.75,131056609.29908346,245228489.47134,376285098.7704235,975822708.969,929893622.4930476
M,2023,7,2150424.0,860169.6000000001,576633312.123475,763923984.811776,1340557296.935251,3039835925.7216,3088230113.6590877
M,2023,8,468327.0,210747.15,324364945.6715334,286501477.55039996,610866423.2219334,1140057782.6399999,1158207502.5396287
M,2023,9,62493.0,31246.5,68911243.16346094,42478241.904,111389485.06746094,169031066.39999998,171722040.97708797
M,2023,10,5619.0,2809.5,9797124.64034419,3819391.6319999998,13616516.272344189,15198271.2,15440227.677504
M,2024,1,509930.4855438406,0.0,0.0,0.0,0.0,0.0,0.0
M,2024,2,705959.0120864144,21178.77036259243,422.9542222048519,142978.725868676,143401.68009088087,568946.487020683,988041.5283170404
M,2024,3,1259550.0059738276,62977.50029869138,7854.933433116531,5104875.563011541,5112730.496444657,20313518.676343504,35622224.32704901
M,2024,4,1169904.001074302,81893.28007520115,1850426.437432048,15521868.864506258,17372295.301938307,61765222.12519792,116394242.49838066
M,2024,5,1818125.9087239525,181812.59087239526,24646629.505852405,68462520.15349478,93109149.65934718,272428713.41356057,519506940.8626036
M,2024,6,1655689.8450442243,413922.4612610561,123221278.00084211,230567294.82383987,353788572.824682,917482315.0429615,1818996667.1846786
M,2024,7,2089671.231273123,835868.4925092492,560342538.6519872,742341963.23176,1302684501.883747,2953955909.0537167,6138377624.194392
M,2024,8,622038.4918893108,279917.32135018986,430826071.58519346,380535282.01344365,811361353.5986371,1514240741.5759869,2714993620.1619363
M,2024,9,90362.52234438545,45181.261172192724,99643060.02492468,61421936.58810443,161064996.61302912,244412550.43709373,422759454.1094955
M,2024,10,9794.496046618868,4897.248023309434,17077397.856928896,6657593.208776149,23734991.065705046,26492152.90689471,42599944.083302334
M,2025,1,486749.7601451431,0.0,0.0,0.0,0.0,0.0,0.0
M,2025,2,686635.4599934008,20599.063799802025,411.37709406311916,139065.10367501545,139476.48076907857,553373.2499178816,1474318.2803192004
M,2025,3,1207112.1129744044,60355.60564872022,7527.914928944561,4892348.13871003,4899876.053638975,19467821.313206006,52743306.07520038
M,2025,4,1204973.2428516203,84348.12699961344,1905895.1357746948,15987155.051702252,17893050.187476948,63616706.953140445,178869695.70126358
M,2025,5,1844617.472372147,184461.7472372147,25005750.813752368,69460074.39407817,94465825.20783053,276398219.90723145,791166465.1960653
M,2025,6,1561938.3685983727,390484.59214959317,116244019.07961275,217511694.84262264,333755713.92223537,865530965.6367337,2672748079.18213
M,2025,7,2028863.085639023,811545.2342556092,544036915.9370818,720740269.3696117,1264777185.3066936,2867997611.6783857,9149756729.627872
M,2025,8,756261.8211265989,340317.8195069695,523789626.7419648,462647101.63566667,986436728.3776314,1840983276.404902,4628508048.760182
M,2025,9,126812.27968403656,63406.13984201828,139836331.13179815,86197857.2450708,226034188.37686896,343001854.08938205,777952228.2254038
M,2025,10,15793.396615252648,7896.698307626324,27536906.056953236,10735213.894492451,38272119.951445684,42717979.16493536,86676184.58634965
M,2026,1,464929.57243943296,0.0,0.0,0.0,0.0,0.0,0.0
M,2026,2,666901.4379122651,20007.043137367953,399.5540451078656,135068.34850209655,135467.9025472044,537469.2068422526,1954812.9521487886
M,2026,3,1159068.520113307,57953.42600566536,7228.30060476384,4697630.531633946,4704858.83223871,18692993.464979373,69478099.9237459
M,2026,4,1232412.4860758549,86268.87402530985,1949295.5353276725,16351209.140479412,18300504.675807085,65065365.091873094,243720232.207307
M,2026,5,1870697.533370385,187069.7533370385,25359293.76577198,70442133.27852,95801427.04429199,280306066.6792318,1070874725.1485845
M,2026,6,1478407.9462019592,369601.9865504898,110027440.87781715,205879453.70453718,315906894.5823543,819243500.9004074,3495982362.8764973
M,2026,7,1968674.3614246333,787469.7445698534,527897390.2452974,699358620.8935002,1227256011.1387975,2782914927.4308834,12122639789.839132
M,2026,8,872997.0397776986,392848.6678999644,604640854.3152599,534060478.6686139,1138701332.9838738,2125154153.8716471,6861180504.897729
M,2026,9,169669.60859096277,84834.80429548139,187095253.14932996,115329183.70831794,302424436.8576479,458922357.31683606,1256565628.9440722
M,2026,10,24173.494093500318,12086.747046750159,42148199.79118112,16431400.793186784,58579600.5843679,65384466.82409965,154481456.98090366
M,2027,1,444354.15441392467,0.0,0.0,0.0,0.0,0.0,0.0
M,2027,2,646998.9522294053,19409.96856688216,387.63006622549557,131037.47419376412,131425.10425998963,521429.39558072225,2429318.046001351
M,2027,3,1114750.7422184434,55737.537110922174,6951.921585577022,4518013.414163849,4524965.335749426,17978254.07020217,85871550.88590676
M,2027,4,1253291.7579570673,87730.42305699472,1982320.0883233445,16628227.87007513,18610547.958398476,66167688.75635433,310653629.8069988
M,2027,5,1895841.3142865782,189584.13142865783,25700144.445938945,71388936.02713607,97089080.47307502,284073620.8692266,1358626167.1657798
M,2027,6,1403867.6141367322,350966.90353418305,104479931.47732368,195499150.43035054,299979081.9076742,777937795.8301146,4292960968.5697584
M,2027,7,1909476.7852859923,763790.714114397,512023639.5810069,678329071.2535087,1190352710.8345156,2699233328.517422,15057837338.400791
M,2027,8,974041.2447860007,438318.5601537003,674624430.0389341,595874796.5123087,1270499226.5512428,2371128083.007457,9379286940.624638
M,2027,9,217153.5159410681,108576.75797053405,239455918.91596556,147605325.08359033,387061243.9995559,587356829.917401,1873277704.4065478
M,2027,10,35315.91874478669,17657.959372393347,61575806.67929222,24005218.816556368,85581025.49584858,95522497.02089904,253984016.94951138
M,2028,1,424916.8166693096,0.0,0.0,0.0,0.0,0.0,0.0
M,2028,2,626912.4592258944,18807.373776776833,375.5958448618292,126969.33266197146,127344.9285068333,505241.2891393328,2897612.1086907475
M,2028,3,1073740.4558254888,53687.022791274445,6696.169080188683,4351801.348071533,4358497.517151722,17316856.575371157,101963582.73613712
M,2028,4,1268381.1170575998,88786.67819403199,2006186.7893329067,16828428.10273767,18834614.892070577,66964333.28079003,379411755.92121595
M,2028,5,1919772.4285596213,191977.24285596213,26024556.14059648,72290075.15361367,98314631.29421015,287659468.6043451,1654375684.6362245
M,2028,6,1337294.00015094,334323.500037735,99525328.52374639,186228272.71777952,285753601.2415259,741046759.9496417,5067472789.64661
M,2028,7,1851926.204302782,740770.4817211129,496591528.45921004,657884605.8118438,1154476134.2710538,2617879919.3204856,17957114676.4642
M,2028,8,1061076.3691894326,477484.36613524467,734905266.7163718,649118986.4487551,1384024253.1651268,2582999427.0452194,12152725966.643162
M,2028,9,266036.6227847676,133018.3113923838,293359486.7122246,180832541.5322445,474192028.2444691,719575857.3082393,2634131790.4172864
M,2028,10,49185.5262341629,24592.76311708145,85758450.08311316,33432779.376095075,119191229.45920824,133037011.35816379,393182403.0783334
M,2029,1,406525.03678608756,0.0,0.0,0.0,0.0,0.0,0.0
M,2029,2,606840.9441336454,18205.22832400936,363.57059706560733,122904.22462452015,123267.79522158577,489065.2536961874,3359606.5248729247
M,2029,3,1035404.1460005154,51770.20730002577,6457.0922985458,4196426.737874744,4202883.83017329,16698583.905037913,117786067.00029114
M,2029,4,1278616.9655195305,89503.18758636714,2022376.737043242,16964233.687979836,18986610.42502308,67504736.12863949,449779479.08856505
M,2029,5,1942393.618192594,194239.36181925941,26331210.414203312,73141888.35517043,99473098.76937374,291049036.7074256,1958063565.5903888
M,2029,6,1277862.6188296974,319465.65470742434,95102271.40246333,177952004.75618133,273054276.1586447,708113513.7356697,5822931663.117917
M,2029,7,1795711.239981642,718284.4959926568,481517561.15443575,637914609.4063641,1119432170.5607998,2538414535.7000647,20821818037.22192
M,2029,8,1123265.750950357,505469.5879276606,777977853.6828043,687163664.1257857,1465141517.80859,2734388282.8534727,15124117108.348621
M,2029,9,316004.03050798655,158002.01525399328,348458716.76779145,214796787.64913267,563255504.4169241,854727701.718002,3544402135.250082
M,2029,10,66101.64909794272,33050.82454897136,115252908.90636054,44931141.73804641,160184050.64440694,178791740.48011544,581079971.9238993
M,2030,1,389096.7965411243,0.0,0.0,0.0,0.0,0.0,0.0
M,2030,2,586893.9069736851,17606.817209210552,351.6199264985609,118864.3272520688,119215.94717856737,472989.5375082322,3815286.3081501704
M,2030,3,999500.0947461112,49975.004737305564,6233.183814368945,4050909.9159999248,4057143.099814294,16119537.728027385,133368067.75030217
M,2030,4,1284784.0817662883,89934.88572364018,2032131.2082949325,17046056.785914738,19078187.99420967,67830329.770941,521577725.32205397
M,2030,5,1963445.2542674285,196344.52542674285,26616587.72076875,73934599.16365834,100551186.88442709,294203422.2775332,2269592075.5876474
M,2030,6,1223595.7067869173,305898.9266967293,91063569.1810989,170394928.08170742,261458497.2628063,678042101.3631955,6561761401.851404
M,2030,7,1686846.4924316646,674738.5969726659,452325625.0742816,599241123.7338146,1051566748.8080962,2384523502.747013,23575786497.285236
M,2030,8,1170167.6842719838,526575.4579223928,810462299.4947251,715856165.7253443,1526318465.2200694,2848562597.1769757,18258804766.437565
M,2030,9,366337.0614652987,183168.53073264935,403961120.80429703,249009558.11568454,652970678.9199816,990868483.8513398,4607472127.357516
M,2030,10,86089.92074949652,43044.96037474826,150103876.8215289,58517729.651213765,208621606.47274268,232856017.6432382,826893850.5210463
M,2031,1,372559.6213897832,0.0,0.0,0.0,0.0,0.0,0.0
M,2031,2,567176.8153164387,17015.30445949316,339.80702090028,114871.0010182167,115210.80803911698,457099.1389998242,4264708.509829912
M,2031,3,965787.0149093837,48289.350745469186,6022.938888254958,3914272.9610587778,3920295.899947033,15575826.661652578,148735802.81798977
M,2031,4,1287365.4956901302,90115.58469830912,2036214.2070420485,17080306.064807784,19116520.271849833,67966615.82881992,594648871.1121213
M,2031,5,1981735.9755651965,198173.59755651967,26864537.892458066,74623346.22427818,101487884.11673625,296944111.2730793,2588691812.3410277
M,2031,6,1129601.4949072863,282400.37372682156,84068245.17934982,157305525.36111122,241373770.54046106,625956242.7864287,7262718978.637829
M,2031,7,1579624.0943030207,631849.6377212084,423574082.7892524,561151071.893104,984725154.6823564,2232954092.3081994,26219615739.779766
M,2031,8,1203051.6071692412,541373.2232261585,833237821.4356676,735973076.5541406,1569210897.989808,2928612588.364227,21524721039.090237
M,2031,9,415746.72829912347,207873.36414956173,458445328.0884935,282594692.13330656,741040020.2218001,1124511750.703469,5823237061.399717
M,2031,10,109077.15245039441,54538.576225197205,190183744.07729822,74142794.68080169,264326538.7580999,295031881.94782674,1139786790.1297777
M,2032,1,356848.59623132506,0.0,0.0,0.0,0.0,0.0,0.0
M,2032,2,547747.6836387377,16432.430509162128,328.16663790896297,110935.99566457389,111264.16230248284,441440.8131981314,4707970.846446738
M,2032,3,933804.0311809833,46690.201559049165,5823.483362878815,3784647.9749185294,3790471.458281408,15060017.893274426,163909587.11635143
M,2032,4,1286802.4213674604,90076.16949572224,2035323.5975459272,17072835.39559952,19108158.993145447,67936888.25238565,668854981.1557614
M,2032,5,1997487.8368070088,199748.7836807009,27078071.11707782,75216491.12835114,102294562.24542895,299304376.46229696,2915120791.396668
M,2032,6,1043321.4983757662,260830.37459394155,77647035.63316326,145290385.2929232,222937420.9260865,578145131.7884487,7929275016.5225
M,2032,7,1474245.2558729867,589698.1023491947,395316888.5653992,523715932.51207584,919032821.0774751,2083990734.9096444,28754199889.766468
M,2032,8,1223746.407164424,550685.8832239908,847571113.5074908,748633228.0641536,1596204341.5716443,2978990353.8885,24893810478.354958
M,2032,9,463435.7557892154,231717.8778946077,511032180.5295461,315010259.41109174,826042439.9406378,1253501032.2586696,7189399764.109429
M,2032,10,134938.51357209057,67469.25678604528,235274859.62778917,91721485.95332997,326996345.5811191,364981691.50979054,1528724395.8672702
M,2033,1,341901.992911596,0.0,0.0,0.0,0.0,0.0,0.0
M,2033,2,528528.5229218671,15855.855687656012,316.6520527372122,107043.51598159324,107360.16803433045,425951.70719319105,5145119.144779287
M,2033,3,902814.6378282089,45140.73189141045,5630.224166527571,3659049.9469809094,3664680.171147437,14560233.353038223,178899958.7515753
M,2033,4,1250366.8972028177,87525.68280419725,1977693.862871939,16589421.861178065,18567115.724050004,66013270.38185043,742409373.6000183
M,2033,5,1954039.2934725136,195403.92934725137,26489079.92290587,73580412.59308314,100069492.515989,292794029.3496388,3240542595.4541807
M,2033,6,961219.3124040994,240304.82810102485,71536750.96096285,133857036.84588638,205393787.80684924,532649108.5562952,8563087966.44345
M,2033,7,1369596.3905403938,547838.5562161575,367255435.6488132,486540111.27361065,853795546.9224238,1936059266.3136756,31178848081.84494
M,2033,8,1232895.3135139262,554802.8910812668,853907678.5806346,754230119.0977746,1608137797.678409,3001261719.5932207,28339161747.339516
M,2033,9,508616.48857350514,254308.24428675257,560853127.8868748,345720868.54509145,906573996.4319663,1375705878.2936165,8701462124.230103
M,2033,10,163511.15063107017,81755.57531553508,285093276.8853333,111143107.39615606,396236384.2814894,442264960.2269185,2002367506.6432083
M,2034,1,327668.7190620333,0.0,0.0,0.0,0.0,0.0,0.0
M,2034,2,509720.57213303156,15291.617163990946,305.38383169184465,103234.31913878943,103539.70297048127,410794.00349345274,5576337.869016504
M,2034,3,872711.0079848588,43635.550399242944,5442.488858367357,3537041.8618581216,3542484.350716489,14074734.052376611,193716144.89097688
M,2034,4,1214129.5323287593,84989.06726301316,1920377.5549319251,16108637.433520844,18029014.98845277,64100114.35484073,815311642.5362275
M,2034,5,1909662.769420471,190966.27694204712,25887508.963589925,71909390.4390744,97796899.40266432,286144633.2350712,3564808685.910622
M,2034,6,885515.586761293,221378.89669032325,65902658.40972022,123314722.24403423,189217380.65375444,490698721.73231614,9167015312.237822
M,2034,7,1269887.7915077205,507955.1166030882,340518708.51620966,451119287.15100074,791637995.6672103,1795111350.254847,33498904866.258816
M,2034,8,1232976.3032093076,554839.3364441885,853963772.3316727,754279664.9650706,1608243437.2967434,3001458874.4284816,31839563302.066544
M,2034,9,551019.6819888181,275509.84099440905,607611273.1567434,374543506.3988953,982154779.5556388,1490398035.8433552,10354114573.821827
M,2034,10,194535.03560370445,97267.51780185223,339185618.56616604,132230910.68083481,471416529.2470009,526178364.30089974,2568800321.2095385
M,2035,1,314103.5264070543,0.0,0.0,0.0,0.0,0.0,0.0
M,2035,2,491386.31280586345,14741.589384175903,294.39940871450153,99521.05959614688,99815.45900486138,396018.0572165014,6001857.238234591
M,2035,3,843381.5712993217,42169.07856496609,5259.581652061102,3418171.532055588,3423431.113707649,13601720.629286943,208365989.55580848
M,2035,4,1177756.687564661,82442.96812952629,1862846.9596913806,15626055.507021802,17488902.466713183,62179805.6507788,887544590.1364256
M,2035,5,1862692.4630760772,186269.24630760774,25250776.527903356,70140698.00182961,95391474.52973297,279106583.74430466,3887530303.1932673
M,2035,6,815535.5464320134,203883.88660800335,60694539.250365235,113569473.97867797,174264013.22904322,451920052.1642895,9743603709.00092
M,2035,7,1173208.5196860647,469283.4078744259,314594291.4132536,416774611.59924895,731368903.0125026,1658445686.2945893,35717055573.35006
M,2035,8,1224961.796187776,551232.8082844992,848412896.2672491,749376748.6192122,1597789644.8864613,2981948999.6958265,35375870777.60642
M,2035,9,590293.2565548444,295146.6282774222,650918377.1014693,401238854.6915113,1052157231.7929806,1596625200.329543,12140995551.355862
M,2035,10,227776.3199863212,113888.1599931606,397144153.23454535,154825942.43166214,551970095.6662076,616089390.2990016,3235593155.715756
M,2036,1,301159.9902289142,0.0,0.0,0.0,0.0,0.0,0.0
M,2036,2,472918.70466404053,14187.561139921216,283.3350937841999,95780.79275805372,96064.12785183793,381134.6424628435,6421495.135564888
M,2036,3,774668.8599286397,38733.442996431986,4831.068475715746,3139683.310483741,3144514.378959457,12493549.50538513,222306754.09244555
M,2036,4,1136731.0800481483,79571.17560337039,1797957.132243526,15081742.384429472,16879699.516673,60013853.7788716,958863479.3339049
M,2036,5,1814119.5851080858,181411.9585108086,24592319.530197244,68311659.85829927,92903979.38849652,271828404.28042966,4208454031.523131
M,2036,6,799522.5397978856,199880.6349494714,59502804.48917239,111339542.06680565,170842346.55597803,443046620.68106055,10320915607.711815
M,2036,7,1032630.9709983286,413052.3883993315,276898610.23130614,366835361.8658909,643733972.097197,1459725488.3936837,37768635416.246704
M,2036,8,1203846.1286656093,541730.7578995242,833788109.8495414,736459129.2110555,1570247239.060597,2930546707.9332657,38916255651.90948
M,2036,9,626064.7719217301,313032.38596086507,690363748.4834311,425553755.28881377,1115917503.772245,1693379995.0938954,14054618805.149237
M,2036,10,262971.3686386144,131485.6843193072,458509214.3431936,178749002.4619881,637258216.8051817,711284957.8937242,4009712413.178143
M,2037,1,288790.6619339078,0.0,0.0,0.0,0.0,0.0,0.0
M,2037,2,454615.4540750469,13638.463622251405,272.3692487646583,92073.81345236412,92346.18270112878,366383.68674816174,6835270.561212559
M,2037,3,711269.3155837962,35563.46577918981,4435.689810194933,2882729.0148249287,2887164.7046351237,11471067.014009234,235600013.13512737
M,2037,4,1092791.000611692,76495.37004281844,1728457.511268284,14498761.08828691,16227218.599555194,57694032.012214355,1029107130.624635
M,2037,5,1764969.6896395604,176496.96896395605,23926040.446855694,66460893.80688881,90386934.25374451,264463764.2834676,4527468857.416366
